Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
210,Legal,Male,27,Consultant,2015-04-26 08:03:05.556036,13,Bachelor,2,50562,47,9,10,6,0,24,99,0,4.01,False
211,Finance,Female,36,Specialist,2021-08-01 08:03:05.556036,12,High School,4,77866,41,19,27,10,1,27,50,3,4.86,True
212,Marketing,Male,36,Manager,2020-01-07 08:03:05.556036,7,PhD,5,63851,40,19,13,11,2,17,29,2,4.52,False
213,Operations,Male,49,Developer,2023-02-27 08:03:05.556036,15,Bachelor,4,65161,53,6,26,8,4,24,91,3,2.21,False
214,Legal,Female,44,Specialist,2019-12-19 08:03:05.556036,16,Master,5,91493,37,19,34,2,5,19,59,2,2.18,False
215,Operations,Female,45,Developer,2019-09-11 08:03:05.556036,10,High School,3,60311,34,8,21,3,3,27,61,1,3.47,False
216,Sales,Female,27,Manager,2018-03-25 08:03:05.556036,7,Bachelor,3,76456,49,6,12,5,1,15,99,2,3.76,True
217,Operations,Female,44,Engineer,2020-07-25 08:03:05.556036,7,Master,2,51734,29,24,9,4,0,21,95,1,2.23,False
218,Legal,Female,53,Analyst,2018-07-06 08:03:05.556036,11,High School,4,55091,30,8,30,13,1,21,18,4,1.84,False
219,Engineering,Male,56,Engineer,2019-11-18 08:03:05.556036,14,Bachelor,5,79198,58,19,32,2,3,4,72,4,2.9,False
220,Customer Support,Male,39,Engineer,2015-11-13 08:03:05.556036,17,Bachelor,4,72623,53,16,31,11,1,19,34,4,3.61,False
221,Operations,Male,20,Consultant,2019-11-17 08:03:05.556036,1,High School,2,47463,40,16,8,3,1,27,29,0,2.14,False
222,Customer Support,Male,35,Developer,2016-07-05 08:03:05.556036,13,Bachelor,5,81002,57,14,36,5,3,18,87,2,5.0,False
223,Legal,Male,28,Analyst,2021-02-14 08:03:05.556036,7,Bachelor,4,22877,41,15,7,0,1,10,71,0,4.08,False
224,Engineering,Female,44,Engineer,2021-10-16 08:03:05.556036,9,Bachelor,4,72207,54,13,24,5,1,26,20,1,1.98,False
225,Sales,Female,39,Specialist,2020-10-03 08:03:05.556036,8,Master,1,40797,33,8,2,5,2,3,36,1,2.4,False
226,Sales,Female,48,Manager,2014-12-31 08:03:05.556036,11,PhD,5,108081,43,16,34,11,3,13,20,5,4.19,False
227,HR,Female,36,Engineer,2014-09-14 08:03:05.556036,13,Bachelor,5,81787,50,20,38,2,2,11,76,2,1.98,False
228,Operations,Female,40,Developer,2019-05-11 08:03:05.556036,4,Bachelor,2,48744,30,19,5,9,0,8,25,0,1.67,False
229,IT,Male,53,Consultant,2020-12-11 08:03:05.556036,11,Bachelor,4,83439,38,5,28,3,1,6,97,4,2.99,False
230,Legal,Female,56,Engineer,2022-04-13 08:03:05.556036,6,Bachelor,5,79896,55,8,36,9,4,23,69,4,4.12,False
231,Operations,Male,46,Manager,2015-01-25 08:03:05.556036,6,High School,3,75038,35,22,18,3,2,13,10,3,3.45,False
232,Customer Support,Female,46,Analyst,2022-06-10 08:03:05.556036,14,High School,1,47588,50,19,15,6,0,27,16,1,1.2,False
233,Sales,Female,39,Technician,2015-05-19 08:03:05.556036,13,High School,2,19817,46,13,6,6,1,23,45,0,4.88,False
234,Finance,Female,31,Analyst,2022-02-25 08:03:05.556036,11,Master,4,57356,41,23,30,0,4,23,74,4,2.8,False
235,Marketing,Male,47,Analyst,2015-11-26 08:03:05.556036,15,Master,4,56276,38,18,25,11,4,8,34,2,4.04,False
236,HR,Female,52,Technician,2023-01-02 08:03:05.556036,12,Master,2,33583,39,13,31,8,5,16,37,2,1.06,False
237,Marketing,Other,22,Technician,2017-05-26 08:03:05.556036,5,Bachelor,2,16234,29,23,3,4,0,9,16,1,2.59,False
238,Sales,Male,54,Engineer,2022-05-19 08:03:05.556036,11,High School,2,71286,41,5,31,2,2,10,98,4,3.11,False
239,Operations,Female,40,Consultant,2016-07-07 08:03:05.556036,7,High School,4,89694,50,10,31,7,1,23,32,4,2.83,False
240,Finance,Female,33,Manager,2022-10-09 08:03:05.556036,3,High School,4,93127,47,7,24,6,1,9,74,2,2.01,False
241,HR,Male,36,Developer,2023-04-28 08:03:05.556036,13,High School,3,59153,42,8,14,7,2,16,15,0,2.23,True
242,Engineering,Male,24,Manager,2023-05-11 08:03:05.556036,5,Master,1,47214,43,13,5,1,0,24,51,0,4.81,False
243,Finance,Male,24,Developer,2018-06-28 08:03:05.556036,6,High School,2,51683,45,19,6,9,0,21,58,0,1.68,False
244,IT,Female,43,Analyst,2021-10-05 08:03:05.556036,10,Bachelor,2,31921,44,12,8,13,0,19,83,2,3.35,False
245,HR,Female,56,Manager,2020-05-28 08:03:05.556036,16,Bachelor,5,110706,57,5,33,0,3,13,58,4,1.17,False
246,IT,Female,30,Specialist,2021-12-25 08:03:05.556036,5,Bachelor,4,80621,48,20,22,11,3,12,74,4,4.65,False
247,Marketing,Female,37,Technician,2017-03-13 08:03:05.556036,6,Bachelor,4,27618,41,10,30,5,1,25,60,2,4.17,False
248,HR,Female,33,Analyst,2021-05-12 08:03:05.556036,1,Bachelor,2,31016,45,9,5,6,3,7,85,1,2.16,False
249,Legal,Male,30,Consultant,2022-04-08 08:03:05.556036,2,High School,3,68358,28,20,21,13,3,13,83,2,2.43,False
250,Customer Support,Male,28,Technician,2023-01-28 08:03:05.556036,9,High School,3,23648,49,20,18,8,0,10,55,3,2.06,False
251,Engineering,Male,29,Technician,2015-02-05 08:03:05.556036,11,Bachelor,4,18747,45,24,4,12,1,17,21,0,1.23,False
252,IT,Male,38,Consultant,2017-10-29 08:03:05.556036,7,Bachelor,1,37455,40,12,0,12,0,5,45,0,2.92,False
253,Operations,Male,45,Specialist,2020-11-19 08:03:05.556036,12,Bachelor,3,65827,45,6,14,7,4,6,80,3,3.26,False
254,Legal,Female,47,Consultant,2015-02-18 08:03:05.556036,7,Master,4,83640,48,18,22,9,4,24,85,3,1.06,False
255,Marketing,Other,34,Developer,2017-11-18 08:03:05.556036,3,High School,1,38446,37,8,5,2,0,25,52,1,2.28,False
256,Operations,Male,50,Consultant,2015-04-07 08:03:05.556036,7,High School,4,84483,32,24,23,5,1,6,94,2,3.64,False
257,Engineering,Female,21,Specialist,2019-02-15 08:03:05.556036,3,Bachelor,2,54844,39,23,7,14,3,3,78,2,2.94,False
258,HR,Female,28,Specialist,2019-06-17 08:03:05.556036,14,Bachelor,3,62417,46,17,19,2,0,26,29,2,4.53,False
259,Sales,Male,38,Technician,2016-01-09 08:03:05.556036,13,Bachelor,5,32557,56,5,38,12,3,5,51,2,1.93,False
260,Marketing,Male,20,Manager,2020-04-08 08:03:05.556036,11,High School,2,62610,44,20,13,14,3,10,52,0,1.52,False
261,Marketing,Male,35,Developer,2018-07-26 08:03:05.556036,10,Master,2,48883,25,8,6,14,2,20,74,1,3.7,False
262,Operations,Female,23,Technician,2019-11-12 08:03:05.556036,0,Bachelor,3,13383,29,22,7,3,2,22,66,1,2.76,False
263,HR,Female,33,Developer,2017-09-24 08:03:05.556036,4,Master,4,48639,44,12,6,11,3,7,16,1,4.73,False
264,IT,Male,54,Manager,2020-07-18 08:03:05.556036,3,Master,5,95263,55,16,30,0,1,21,61,4,4.73,False
265,Marketing,Other,49,Engineer,2021-07-02 08:03:05.556036,17,PhD,4,71452,35,19,26,0,2,8,19,1,3.55,False
266,IT,Female,48,Technician,2017-12-14 08:03:05.556036,15,PhD,5,35792,53,24,31,2,3,12,56,3,2.16,False
267,Finance,Male,34,Developer,2015-11-06 08:03:05.556036,9,Bachelor,1,39143,23,11,4,2,0,24,18,1,2.65,False
268,IT,Female,36,Manager,2017-07-12 08:03:05.556036,1,Bachelor,2,59619,30,22,13,7,2,11,50,0,3.64,False
269,Operations,Male,33,Technician,2024-07-01 08:03:05.556036,11,High School,2,18794,34,14,9,13,3,18,97,1,1.09,True
270,IT,Female,41,Manager,2016-12-04 08:03:05.556036,7,Bachelor,3,75723,46,15,15,7,0,11,43,0,2.47,False
271,Sales,Male,44,Specialist,2021-02-05 08:03:05.556036,7,Bachelor,3,64215,38,20,14,5,4,13,25,0,3.33,False
272,Operations,Male,25,Consultant,2015-12-11 08:03:05.556036,2,Master,1,35072,35,5,0,12,2,16,34,1,3.05,False
273,Marketing,Female,51,Manager,2015-02-11 08:03:05.556036,14,Bachelor,4,111477,56,6,39,0,3,15,25,3,3.17,False
274,Operations,Other,33,Engineer,2015-09-23 08:03:05.556036,3,Bachelor,1,40076,30,17,4,11,1,28,94,1,2.79,False
275,IT,Male,30,Technician,2022-09-22 08:03:05.556036,3,Bachelor,4,29663,33,7,25,2,3,8,98,4,3.13,False
276,Marketing,Male,48,Consultant,2023-01-08 08:03:05.556036,12,Bachelor,1,87153,52,16,30,12,1,14,72,1,1.77,False
277,Engineering,Male,42,Engineer,2023-07-18 08:03:05.556036,14,PhD,4,63040,38,9,30,6,2,14,12,2,3.11,False
278,Legal,Female,31,Consultant,2020-08-12 08:03:05.556036,2,Bachelor,3,68784,29,8,18,11,2,19,34,0,2.66,False
279,Operations,Male,33,Developer,2019-02-02 08:03:05.556036,2,Bachelor,1,61044,47,12,18,14,2,23,86,3,3.75,False
280,Customer Support,Male,26,Consultant,2016-08-31 08:03:05.556036,1,Bachelor,2,52320,49,23,12,0,0,15,80,0,2.39,False
281,Sales,Female,30,Analyst,2019-02-16 08:03:05.556036,11,Bachelor,1,21859,23,16,4,10,1,18,38,1,1.66,False
282,Engineering,Female,48,Consultant,2014-10-23 08:03:05.556036,18,Bachelor,5,97626,47,19,38,0,2,19,86,4,3.99,True
283,Customer Support,Male,36,Engineer,2023-05-01 08:03:05.556036,14,Bachelor,3,61909,48,18,20,5,0,7,17,1,3.3,False
284,IT,Female,33,Technician,2018-06-18 08:03:05.556036,8,High School,5,30768,54,19,23,2,1,14,98,2,2.62,False
285,Marketing,Female,32,Manager,2021-08-28 08:03:05.556036,8,High School,3,76708,51,5,21,9,1,3,94,2,1.71,False
286,HR,Female,18,Manager,2023-12-06 08:03:05.556036,1,Bachelor,1,46260,42,18,5,10,2,6,87,0,4.83,True
287,HR,Female,33,Consultant,2023-01-29 08:03:05.556036,5,High School,4,84106,52,5,24,13,2,8,17,4,2.91,False
288,Finance,Male,40,Analyst,2015-08-08 08:03:05.556036,6,Bachelor,2,68115,48,11,39,13,4,22,89,4,4.09,False
289,Operations,Female,38,Manager,2015-11-01 08:03:05.556036,10,Master,5,105953,58,13,34,11,3,27,30,2,1.79,False
290,Legal,Male,37,Analyst,2019-12-22 08:03:05.556036,3,High School,4,54876,43,17,24,2,3,19,95,1,3.24,True
291,Engineering,Male,38,Consultant,2016-03-09 08:03:05.556036,6,High School,4,82321,40,23,26,7,4,5,79,4,3.81,False
292,Sales,Male,49,Analyst,2021-02-06 08:03:05.556036,9,Bachelor,3,45790,51,12,18,8,1,13,40,0,4.11,False
293,Sales,Male,38,Developer,2017-10-27 08:03:05.556036,3,High School,3,57121,28,15,17,5,2,23,83,1,3.03,False
294,Operations,Female,30,Consultant,2016-08-10 08:03:05.556036,3,PhD,4,84571,32,21,24,3,4,10,50,4,3.59,False
295,Sales,Male,35,Specialist,2021-04-23 08:03:05.556036,7,Bachelor,4,78125,32,19,31,11,4,3,56,3,3.43,False
296,HR,Female,32,Consultant,2022-02-12 08:03:05.556036,6,High School,3,71614,37,6,14,12,1,19,47,0,1.05,False
297,Operations,Female,45,Consultant,2020-03-07 08:03:05.556036,9,Master,5,84472,52,23,27,7,1,26,83,3,1.29,True
298,Customer Support,Female,29,Analyst,2023-02-18 08:03:05.556036,3,PhD,5,15860,23,19,4,6,2,22,21,1,4.95,False
299,Engineering,Other,23,Engineer,2017-02-27 08:03:05.556036,12,Bachelor,2,52291,38,10,13,13,2,10,33,1,4.62,False
300,Finance,Female,38,Technician,2023-06-29 08:03:05.556036,8,Bachelor,2,18175,43,15,13,13,0,12,96,0,2.14,False
301,Marketing,Male,31,Developer,2021-09-16 08:03:05.556036,8,Master,2,48069,30,13,5,8,2,26,76,2,4.05,False
302,Customer Support,Female,47,Developer,2018-08-13 08:03:05.556036,16,Master,5,79610,36,15,31,11,3,15,66,5,3.94,False
303,Sales,Female,57,Analyst,2019-08-05 08:03:05.556036,19,Bachelor,5,71102,59,22,33,1,2,28,23,2,4.21,False
304,Operations,Male,38,Consultant,2015-12-29 08:03:05.556036,3,Master,1,34451,24,7,2,6,0,6,11,1,4.97,False
305,Engineering,Male,26,Analyst,2021-02-16 08:03:05.556036,1,Bachelor,1,20020,30,11,0,8,2,26,27,1,3.87,False
306,Legal,Female,39,Developer,2020-04-25 08:03:05.556036,19,Bachelor,3,78173,54,17,36,11,5,19,18,2,3.31,False
307,Engineering,Female,33,Technician,2017-08-26 08:03:05.556036,1,Bachelor,1,12664,23,10,3,12,2,8,68,1,4.12,True
308,Sales,Female,26,Analyst,2021-10-01 08:03:05.556036,0,Master,1,20403,35,24,1,4,0,22,37,0,2.42,False
309,Marketing,Female,31,Manager,2016-01-13 08:03:05.556036,3,Bachelor,2,58201,30,13,8,4,2,16,48,0,4.5,False
310,Marketing,Female,21,Consultant,2019-04-29 08:03:05.556036,3,Bachelor,2,49823,40,8,5,5,0,18,92,2,2.38,False
311,Finance,Female,35,Developer,2022-10-07 08:03:05.556036,5,Master,2,59339,35,9,15,1,0,25,82,1,3.54,False
312,Customer Support,Male,25,Engineer,2021-04-07 08:03:05.556036,6,High School,3,60469,46,23,19,1,0,22,46,1,2.71,False
313,Customer Support,Male,30,Consultant,2019-06-02 08:03:05.556036,6,Master,1,34479,31,10,2,12,2,16,27,1,3.84,False
314,Engineering,Male,54,Analyst,2023-11-19 08:03:05.556036,16,High School,4,56865,51,7,23,9,2,10,44,2,1.17,True
315,Sales,Female,44,Manager,2021-04-01 08:03:05.556036,13,High School,2,58789,32,16,9,9,3,10,80,2,4.64,True
316,Sales,Male,32,Analyst,2023-09-19 08:03:05.556036,17,High School,4,56672,30,16,27,3,2,23,55,4,3.44,False
317,Operations,Male,41,Consultant,2019-07-14 08:03:05.556036,12,Master,2,50751,34,6,4,1,3,16,74,2,1.53,False
318,Finance,Female,24,Engineer,2015-11-01 08:03:05.556036,0,Bachelor,1,40833,35,12,3,12,1,20,90,1,2.3,False
319,Sales,Female,40,Engineer,2016-07-17 08:03:05.556036,2,High School,3,58400,35,14,17,1,3,29,20,0,1.91,False
320,Sales,Female,30,Engineer,2017-06-19 08:03:05.556036,11,Bachelor,3,58212,48,9,20,12,3,18,50,2,3.03,False
321,Finance,Female,39,Specialist,2020-10-19 08:03:05.556036,0,High School,5,37575,42,6,0,14,1,10,66,1,2.77,False
322,Engineering,Female,20,Consultant,2016-08-29 08:03:05.556036,11,Master,3,35303,46,12,7,10,1,12,43,0,4.78,False
323,IT,Male,36,Manager,2021-05-12 08:03:05.556036,14,High School,5,109299,53,8,37,10,3,25,77,4,3.65,False
324,Marketing,Female,33,Consultant,2018-06-23 08:03:05.556036,11,High School,1,34732,29,6,1,10,0,26,99,0,4.16,False
325,Finance,Male,43,Analyst,2018-08-25 08:03:05.556036,3,High School,4,56552,32,10,27,14,2,12,85,3,4.73,False
326,HR,Male,43,Developer,2023-11-25 08:03:05.556036,7,Bachelor,4,69132,37,22,23,3,4,15,79,1,4.82,False
327,Finance,Female,50,Consultant,2016-06-14 08:03:05.556036,12,Bachelor,4,82535,54,21,27,3,4,18,62,4,4.69,False
328,Finance,Female,40,Developer,2020-08-17 08:03:05.556036,6,High School,5,81002,41,16,32,9,4,15,67,5,3.54,False
329,Legal,Other,25,Consultant,2017-10-22 08:03:05.556036,5,Bachelor,2,51332,28,12,4,5,0,10,39,0,1.44,False
330,Operations,Female,50,Specialist,2022-09-27 08:03:05.556036,15,High School,4,80436,52,18,27,14,2,3,77,3,1.06,False
331,Marketing,Other,56,Consultant,2016-01-17 08:03:05.556036,5,Bachelor,5,99393,38,18,30,11,5,3,84,2,4.55,False
332,HR,Female,45,Technician,2019-04-12 08:03:05.556036,16,High School,4,33152,35,24,27,10,4,24,28,3,2.9,False
333,Operations,Female,39,Engineer,2022-02-10 08:03:05.556036,3,High School,4,69431,30,16,26,13,2,18,13,4,1.75,False
334,Operations,Male,32,Technician,2016-02-25 08:03:05.556036,3,PhD,2,21021,43,10,12,2,1,18,55,1,2.58,False
335,Finance,Female,49,Consultant,2022-09-30 08:03:05.556036,15,High School,5,98778,57,7,33,10,5,21,83,5,4.93,False
336,IT,Female,20,Consultant,2021-11-12 08:03:05.556036,5,Master,2,52219,39,9,13,14,0,11,38,1,2.87,False
337,Customer Support,Male,22,Engineer,2016-12-12 08:03:05.556036,5,High School,1,35385,35,7,1,6,2,13,23,1,3.49,False
338,Operations,Female,39,Developer,2017-02-07 08:03:05.556036,3,Master,4,37505,47,21,0,13,2,21,91,0,2.73,False
339,Finance,Male,41,Specialist,2023-09-14 08:03:05.556036,4,Bachelor,3,63041,31,18,19,8,2,18,99,1,1.93,True
340,Legal,Female,41,Specialist,2017-02-23 08:03:05.556036,13,Bachelor,4,81606,44,11,28,5,4,29,12,3,3.84,False
341,Marketing,Male,25,Engineer,2023-02-15 08:03:05.556036,11,Master,1,42108,44,6,2,8,0,12,76,1,4.93,False
342,Finance,Male,29,Manager,2024-08-28 08:03:05.556036,6,High School,2,61768,48,14,8,11,0,28,80,0,4.06,False
343,Finance,Female,59,Manager,2021-04-01 08:03:05.556036,8,Master,5,109168,47,17,31,5,5,25,97,2,1.07,False
344,Customer Support,Female,38,Analyst,2020-09-25 08:03:05.556036,5,Bachelor,3,43837,32,10,19,10,1,28,21,0,4.38,False
345,Operations,Female,46,Developer,2022-09-09 08:03:05.556036,16,Bachelor,4,68788,35,23,26,7,2,21,22,4,1.32,True
346,Operations,Female,32,Analyst,2017-11-17 08:03:05.556036,4,Bachelor,3,46350,51,11,21,13,1,17,81,1,3.07,False
347,HR,Female,40,Analyst,2019-04-05 08:03:05.556036,13,Bachelor,3,45181,37,23,21,12,1,18,50,1,4.89,False
348,HR,Male,29,Consultant,2021-05-14 08:03:05.556036,8,Master,3,69298,50,14,18,11,3,28,32,2,2.47,False
349,Sales,Male,36,Technician,2017-06-08 08:03:05.556036,4,Bachelor,5,31122,33,21,22,8,2,14,27,4,2.86,False
350,Engineering,Female,38,Manager,2020-04-18 08:03:05.556036,6,Bachelor,2,62077,29,8,12,4,3,27,34,1,3.13,False
351,IT,Female,32,Developer,2020-09-11 08:03:05.556036,14,Bachelor,4,68432,50,14,30,10,3,28,75,2,4.18,False
352,HR,Male,35,Engineer,2019-01-03 08:03:05.556036,2,Bachelor,1,38426,33,10,5,13,1,20,32,0,2.65,False
353,Legal,Female,42,Specialist,2022-02-13 08:03:05.556036,5,Bachelor,3,65261,39,6,21,3,1,22,88,1,3.12,False
354,Legal,Female,25,Analyst,2022-09-19 08:03:05.556036,4,Bachelor,2,33260,27,11,11,10,1,15,74,2,1.6,False
355,Customer Support,Male,38,Technician,2020-07-16 08:03:05.556036,10,Bachelor,5,34615,35,24,37,6,2,21,68,4,2.61,False
356,HR,Female,31,Developer,2020-07-31 08:03:05.556036,3,High School,1,37511,33,21,5,0,1,14,59,0,2.12,False
357,Operations,Female,49,Specialist,2022-01-25 08:03:05.556036,9,High School,4,77947,33,11,24,2,2,7,23,3,4.43,True
358,Sales,Female,55,Technician,2022-03-25 08:03:05.556036,17,Bachelor,2,36513,46,10,33,8,2,18,30,2,2.19,False
359,Operations,Male,37,Technician,2018-12-02 08:03:05.556036,11,High School,3,22794,48,24,12,13,0,29,59,0,3.07,False
360,Finance,Male,35,Consultant,2023-03-11 08:03:05.556036,9,High School,2,50665,39,6,12,5,0,23,37,1,4.99,False
361,HR,Male,31,Engineer,2023-08-27 08:03:05.556036,10,High School,2,48107,33,17,12,10,0,26,57,0,2.34,False
362,Sales,Female,41,Specialist,2016-06-11 08:03:05.556036,3,High School,4,79413,41,5,23,10,1,20,89,4,4.42,False
363,IT,Female,36,Specialist,2022-01-20 08:03:05.556036,10,Master,5,93993,48,8,31,8,3,25,44,4,3.52,False
364,Customer Support,Female,55,Engineer,2024-08-18 08:03:05.556036,16,High School,5,82628,52,8,35,6,2,12,66,5,3.06,True
365,Legal,Male,38,Technician,2022-01-12 08:03:05.556036,6,High School,3,21835,50,19,16,9,3,16,95,0,1.24,True
366,Marketing,Male,29,Manager,2021-06-16 08:03:05.556036,15,Bachelor,3,78192,44,22,18,7,2,13,29,2,1.12,False
367,Marketing,Female,36,Technician,2019-02-03 08:03:05.556036,5,Bachelor,1,16100,34,9,6,14,2,28,63,1,4.86,False
368,Marketing,Male,42,Manager,2017-11-14 08:03:05.556036,13,Master,4,97219,37,19,31,14,4,13,14,1,2.06,False
369,Legal,Female,48,Engineer,2016-01-22 08:03:05.556036,15,Master,3,58843,33,16,21,6,3,12,27,3,2.28,False
370,HR,Other,39,Manager,2015-04-09 08:03:05.556036,11,Master,3,93501,51,18,27,3,3,9,53,4,1.79,True
371,Engineering,Male,44,Consultant,2017-12-28 08:03:05.556036,11,Bachelor,3,65142,42,5,20,9,2,6,22,2,1.16,False
372,Customer Support,Male,57,Specialist,2017-10-10 08:03:05.556036,9,Bachelor,5,87303,53,13,35,8,5,16,86,3,1.35,False
373,Customer Support,Female,19,Specialist,2017-03-28 08:03:05.556036,1,PhD,1,40136,44,8,4,0,1,28,29,1,3.1,False
374,IT,Female,34,Manager,2024-04-04 08:03:05.556036,6,Bachelor,3,80435,48,13,15,12,3,8,99,3,1.89,True
375,Operations,Female,50,Manager,2015-06-03 08:03:05.556036,11,High School,4,93807,48,12,29,1,4,23,43,2,1.12,False
376,HR,Female,38,Analyst,2016-05-14 08:03:05.556036,11,Bachelor,1,20099,31,8,7,12,2,14,94,0,1.48,False
377,Finance,Male,38,Manager,2022-04-10 08:03:05.556036,2,High School,2,58719,38,6,11,8,0,13,35,1,1.23,False
378,Engineering,Female,41,Developer,2015-05-11 08:03:05.556036,15,Bachelor,4,70290,42,8,23,9,3,4,63,2,4.29,True
379,Sales,Female,26,Engineer,2019-01-03 08:03:05.556036,5,High School,1,38892,41,17,4,2,0,28,65,1,2.53,False
380,Customer Support,Female,26,Specialist,2019-01-17 08:03:05.556036,10,Bachelor,1,39091,32,13,4,12,1,24,82,0,3.63,False
381,Operations,Female,33,Technician,2014-12-25 08:03:05.556036,3,High School,3,28416,50,19,19,14,0,19,98,3,2.13,False
382,Customer Support,Male,33,Specialist,2016-12-25 08:03:05.556036,0,Master,1,39123,25,23,7,1,1,20,59,0,4.55,False
383,Marketing,Male,29,Specialist,2021-04-22 08:03:05.556036,12,Master,3,64319,47,24,12,9,2,20,51,0,3.82,False
384,Engineering,Female,38,Developer,2021-10-23 08:03:05.556036,15,High School,3,60437,40,11,15,4,0,15,45,2,2.67,False
385,Sales,Female,44,Manager,2020-06-21 08:03:05.556036,13,High School,3,70436,43,17,15,8,0,23,69,1,1.18,False
386,Operations,Male,28,Manager,2018-10-15 08:03:05.556036,8,High School,3,75944,32,10,13,13,0,4,67,0,3.68,False
387,Sales,Male,46,Manager,2016-05-06 08:03:05.556036,6,High School,5,106419,43,7,39,4,3,17,47,5,2.97,False
388,Operations,Female,21,Manager,2024-05-23 08:03:05.556036,8,PhD,2,60149,28,10,6,0,2,21,55,0,3.65,False
389,Finance,Female,43,Technician,2020-01-07 08:03:05.556036,7,High School,4,33812,31,17,25,11,2,10,48,4,2.12,True
390,IT,Female,34,Developer,2016-03-12 08:03:05.556036,2,High School,2,44447,43,22,10,2,0,11,11,2,4.9,False
391,Engineering,Male,44,Manager,2016-01-27 08:03:05.556036,8,Bachelor,3,74169,38,5,14,4,0,16,93,3,1.83,False
392,Finance,Male,27,Manager,2021-03-19 08:03:05.556036,2,High School,3,80208,46,9,14,6,4,12,56,3,3.19,False
393,Finance,Male,42,Technician,2017-01-30 08:03:05.556036,7,Bachelor,3,24681,49,16,20,7,3,14,57,2,4.52,False
394,Marketing,Female,44,Engineer,2014-10-13 08:03:05.556036,12,Master,4,70880,42,11,23,1,4,7,61,1,3.22,False
395,IT,Female,50,Engineer,2020-01-31 08:03:05.556036,6,Bachelor,4,70194,50,16,30,13,1,16,24,4,1.87,True
396,Customer Support,Female,27,Developer,2015-07-26 08:03:05.556036,9,High School,1,40255,37,12,3,6,2,28,86,1,3.38,False
397,Finance,Male,49,Developer,2020-10-14 08:03:05.556036,5,High School,3,69311,34,9,31,8,1,13,11,1,3.58,False
398,Legal,Male,36,Technician,2018-02-18 08:03:05.556036,16,Bachelor,4,23511,44,8,23,2,3,23,84,4,4.34,False
399,Finance,Male,20,Technician,2017-01-18 08:03:05.556036,7,High School,1,14957,44,13,0,4,1,5,37,1,1.4,False
400,HR,Other,27,Technician,2023-11-06 08:03:05.556036,10,Bachelor,4,22195,38,9,7,8,0,5,84,2,4.6,True
401,Marketing,Female,45,Specialist,2022-04-11 08:03:05.556036,5,Bachelor,1,67004,37,12,18,13,2,9,50,0,2.05,False
402,Finance,Female,41,Engineer,2019-03-03 08:03:05.556036,6,High School,2,51162,41,10,11,0,3,27,62,0,1.69,False
403,HR,Male,54,Consultant,2022-08-14 08:03:05.556036,10,High School,4,83541,49,16,31,5,1,13,81,1,1.49,False
404,IT,Male,45,Specialist,2020-09-05 08:03:05.556036,3,Bachelor,1,65303,43,14,13,5,2,6,49,1,2.59,False
405,Customer Support,Female,46,Consultant,2018-03-22 08:03:05.556036,6,High School,4,101714,48,17,33,2,3,7,54,2,2.86,False
